nama,ulasan,label,sentiment,score
slow motion,Cukup exotis...sayang kolam renang ngk ada yg dalam. Maksimal setengah badan orang dewasa...akses jalan tidak terlalu bagus sebaiknya sedan jangan nekat.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9937965869903564}]",0.9937965869903564
Dewi Apriliani,"Pas Dateng ke sini hari Senin, cuma berdua sama temen. Sampe ke bukit sekitar jam 10 an. Ternyata belum ada temen wisatawan yang lain berkunjung. Berasa wisata horor agak 😳... Tapi setelah berkeliling beberapa saat datang rombongan …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.975387692451477}]",0.975387692451477
35_ محمد نور فردوس نزلا,Tempatnya agak mbrasak jalan masuknya agak rusak dan berdebu jadi siapin masker dan biasanya ada warga yang meminta biaya illegal seperti satu mobil sepuluh ribu sama per orang lima ribu dan itu nggak sekali tapi berkali kali seharusnya …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995654225349426}]",0.9995654225349426
nyoman yasa,"Kepengen coba rekreasi di Madura, ternyata tambang batu kapur yang masih aktif, parkir sekali masuk dipatok per orang 5000 rupiah, menurut aku sih lumayan",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9840653538703918}]",0.9840653538703918
Galuh Windanti,Kurang rekomended. Karna pertama aksesibilitas nya kurang. Jalannya sempit dan agak sepi sehingga tidak meyakinkan dan berbahaya menurut saya kalo tidak rame2. Kurang worth it. Tidak jelas informasinya pintu masuknya dan tiba2 ada yang …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993875026702881}]",0.9993875026702881
Muhammad Iqbal Tri Kurniawan,"Sebenarnya areanya bebas untuk dijelajahi, namun bila ada aktivitas penambangan dilarang untuk mendekat, bagi yang ingin mendapat spot terbaik naik keatas bukit yang ada rumputnya, tapi hati² saat naik karena batuan kapur yang bisa longsor sewaktu waktu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9890045523643494}]",0.9890045523643494
nurie ayu,"Udara panas....akses jalan menuju lokasi masih sepi...pinter2 cari angel unt dapat foto yg bagus.. spot foto banyak...bawa air putih sendiri, krn tdk ada yg jualan...udara yg panas bikin gampang lelah dan haus",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9555057883262634}]",0.9555057883262634
Tommy Hutama,"Lokasi wisata dikelola oleh masyarakat sekitar, sehingga menimbulkan kesan yang amburadul. Tidak ada lokasi parkir yang memadai. Harga tiket relatif murah, 5rb/orang.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996815919876099}]",0.9996815919876099
Debby Septyana,"Pemandangan bukit kapur yang bagus spot foto nya yang banyak di goa poteh, rekomendasi kesini waktu pagi hari atau sore, klo siang panas banget",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9969127178192139}]",0.9969127178192139
Hendarto Kusuma,"Wah ini Bukit Jaddih di Bangkalan, Madura. Bukit ini adalah mahakarya seni yang sangat indah, arsitekturnya keren menarik banget. Banyak spot yang mengagumkan. Cocok untuk berlibur bersama keluarga dan untuk fotografi. Cuaca disini cukup panas namun keren abis",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999848484992981}]",0.999848484992981
Sigit Arief Wicaksono,Taman bukit jadih merupakan bukit kapur yang berada dekat di kota bangkalan. Bukit ini masih di proses oleh masyarakat sekitar yang di ambil kapur. Jadi jika datang kembali dalam rentang yang cukup lama maka bentuknya akan berubah karena …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9765560626983643}]",0.9765560626983643
vita triargini,"Tempat wisata yang pas utk dikunjungi di madura.karena ini bukit kapur.jadi bisa disiapkan masker
Sebaiknya kesana sore hari karena panas.banyak spoot utk foto",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9976621866226196}]",0.9976621866226196
OKTAFIA NURAZIZAH,"Hari ini kesana, tempat sepi ada pengunjung cumak ndak banyak, tempat e bagus, keren, gak terlalu panas sih menurutku, terus soal pungli sih gak terlalu merasakan sih cumak kena 2 aja, terus medan nya lumayan oke lah, ada wahana naik perahu …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9797300100326538}]",0.9797300100326538
Andry Setiawan,"Awalnya tempat ini merupakan tempat penambangan batu kapur. Lebih baik kesini pada pagi hari atau sore. Diusahakan kesini naik mobil, kalaupun terpaksa naik motor harus rame-rame untuk menghindari tindak pembegalan. Tiket masuk lumayan murah.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992339611053467}]",0.9992339611053467
luqman hakim,"Tempat nya bagus, panas lumayan menyengat. Kebersihan kurang terjaga. Msh ada exploitasi kapur, truck2 msh bersliweran. Mdh2an kedepannya pengelolaan bisa lbh baik lagi spt breksit Jogja",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9182416796684265}]",0.9182416796684265
Adestian Prabowo,"Kalo untuk tempat sangat bagus dan strategis,tapi sangat di sayangkan untuk menuju ke tempat tersebut kita harus mengocak lumayan uang yg harus di keluarkan,sperti tiket parkir yang begitu mahal,sebelum masuk pasti di berhentikan untuk …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982926249504089}]",0.9982926249504089
Desy Erika Permatasari,Tempat ini khusus bagi mereka penikmat alam dan hunting foto dg view yg bagus. Karena disini sebenarnya bukit kapur dan tempat dimana orang-orang menambang kapur. Jangan lupa bawa kacamata hitam atau payung agar tidak terlalu kepanasan dan silau,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991241097450256}]",0.9991241097450256
Alisminia Nia,"For the first time ksana .. kbetulan pakai plat B waktu ksana,ktmu hanya 1 pungli,tp disuruh jln trus,krn blgnya mw ke rmh kluarga d dlm,pdhl sih mw wisata, ksana ngandelin gmaps, masuk mobil 15rb dan per orang dikenakan 5rb rupiah, tempat …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998688280582428}]",0.998688280582428
Awang Agus Setiawan,Bukit Kapur ini berada di Bangkalan Madura. Pemandangannya bagus dan jarang ditemui. Siapkan Payung dan topi serta kacamata hitam sebagai penghalau panas. Ada akses jalan masuk melalui jalan utama dan jalan kampung. Jalan kampung secara jarak lebih dekat namun hanya dapat dilalui motor dan mobil kecil saja.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9879004955291748}]",0.9879004955291748
AnwarMU 123,"Bukit Jaddih Madura
Terletak di Bangkalan, lebih cepat diakses via kapal feri dr tanjung perak Surabaya. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9366275668144226}]",0.9366275668144226
iecha,Lumayanlah buat foto2.. tapi pas kesana airnya gak ada.. jadi gk bisa naik prahu deh,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9950875639915466}]",0.9950875639915466
Siswo Prassetiyo,"Lokasinya sendiri cukup menarik, meskipun jalan masuk agak susah karena masih asli juga sangat berdebu dan petunjuk ke lokasi masih sederhana. Untuk pesepeda seperti saya gak usah parkir tapi bisa bawa masuk sepeda ke dalam.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9962812066078186}]",0.9962812066078186
athok fadhlin,"Tempatnya bagus buat foto"". Untuk tiket bayar 2x, di area tambang sama di area goa pote. Masing"" Rp.5000/orang. Untuk fasilitas ada toilet sama warung juga, parkir sangat luas. Sayangnya untuk kebersihan kurang diperhatikan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9740387797355652}]",0.9740387797355652
Himmatul Azizah Almina,"Tidak direkomendasikan kesana dalam minggu minggu ini, karena kolamnya lagi dikuras, sangat mengecewakan pokoknya. Apalagi penjaga tiketnya nggak ngomong pula, udah bayar 5rb per orang tapi kolamnya gaada. Cuma bisa liat bapak bapak lagi …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990634322166443}]",0.9990634322166443
anti ahsanti,Aslinya ini kan tempat penambangan batu kapur. Tapi jadi tempat wisata karena lokasi bekas hasil penambangan nya jadi epic. Banyak spot foto yang bagus sih disini. Kalau mau eksplore madura coba juga buat wisata kesini.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998401939868927}]",0.998401939868927
Raden Djati kusuma,"Tempatnya sebenarnya bagus eksotis, alami tapi msh blm dikelola dg maksimal msh ala kadarnya ..ya mungkin krn msh ada operasional pengambilan kapur atau hal lain...yg penting tempat wisata, masyarakat setempat hrs sd siap menerima tamu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9652935862541199}]",0.9652935862541199
Vincentia Ayu,"Nice view. Kalo dikelola dengan baik pasti keren. Pas kesini kebetulan lewat Burneh (cmiiw), jd lewat jalan yang ga terlalu lebar. Kiri kanan masih sawah2, menyenangkan lihatnya buat orang spt saya yg tiap hari liat layar komputer. Trus mendekati Jadih hill lewat perkampungan gitu, sampe akhirnya sampe ke bukit kapurnya.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9977472424507141}]",0.9977472424507141
Triya Hadi Susanto,Tempat yg keren...dri tambang batu kapur...disulap sedimikan rupa jadi tempat wisata...ada kolam renangnya juga....segeerrrrr....seruuu,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8167170882225037}]",0.8167170882225037
Heru Dwi Hariadi,"Tempatnya bagus dan sangat berpotensi untuk pariwisata.
Bisa di lihat dari foto2 yang yang sy upload.
Pengunjung banyak yang dari Surabaya, Sidoarjo, dan daerah lainnya walopun yang …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995531439781189}]",0.9995531439781189
Rahmat Taufik Afandi,"Tempatnya asyik untuk dikunjungi, menambah adrenaline jika naik motor, di musim kemarau wajib pakai masker karna akan sangat-sangat berdebu dan membahayakan paru-paru...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5088326930999756}]",0.5088326930999756
zhucheepto,"Sangat bagus bukit kapur dan telaga, sayang jalan menuju. Lokasi untuk bus kurang lebar belum didukung fasilitas yg baik",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9939014911651611}]",0.9939014911651611
Denny Hamonangan Chan,"Bukit kapur biasa, tak ada yang spesial. Objek yg ""dijual"" hanya bekas gua2 dan lubang penambangan. Selebihnya tak ada yg bisa dinikmati. lokasi lumayan jauh dan jalan kurang begitu baik. Retribusi masyarakat dimana-mana, menambah …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995187520980835}]",0.9995187520980835
Faishal Nur Ammar,Akses jalan yang kurang memadai masih  menjadi masalah saat ingin mengunjungi tempat wisata ini. Jalanan menuju tempat ini masih tergolong kecil dan sepi. Sangat rawan saat malam hari. …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9976957440376282}]",0.9976957440376282
Thalia Maudina,"Bayar di awal pake motor 5k. Kalau mau masuk lagi ke danau atau ke bukit masing2 10k. Bukan perorang, ini per dua orang pake motor. Cantik tempatnya, tapi kalau ke puncak bukitnya sih biasa aja.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9803377389907837}]",0.9803377389907837
Aliya Saf,"Tempatnya cocok bagi para penggemar fotografi dan berselfie. Yang kurang yaitu, tempatnya panas, dan jalan menuju tempat ini terbilang agak sulit untuk kendaraan mobil atau bis.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990122318267822}]",0.9990122318267822
Adi Wardoyo,Bukit kapur yang indah dan masih diusahakan untuk dikelola oleh masyarakat. Beberapa waktu mendatang pasti lebih baik lagi karena tempat ini akan dilengkapi jg dengan fasilitas penunjang standar standart supaya wisatawan lebih enjoy dan menikmati keindahan alam jeddih.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990548491477966}]",0.9990548491477966
Bechtelin Asmarani,"Ulasan untuk tempat wisatanya

Tempat yg bagus utk mendapatkan foto2 dg nuansa alam yg berkesan offroad …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996597766876221}]",0.9996597766876221
Budi GilaKopi,"Berlokasi di Pulau Madura.
akses jalan terjal dan berdebu.
namun sebelum memasuki daerah objek wisata jalan sudah beraspal yang beberapa …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.992341160774231}]",0.992341160774231
Nevia Zunir,"Pemandangan indah sekali. Tapi jalanan menuju lokasi masih kurang memadai. Tiket masuk mobil 10rb, tiket per orang 5rb.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9947361350059509}]",0.9947361350059509
Sardonani Rayanita,Bagus untuk foto2,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999487042427063}]",0.999487042427063
Tatak Puji Wahyudi,"Bagus. Termasuk wisata khusus bukit kapur. Sangat disarankan kesana saat setelah musim hujan, karena danaunya akan ada airnya. Kalau musim kemarau danau akan kering. Ada goa goa kapur yang dibuat ornamen. Bagus untuk berfoto  ria. Kalau …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9952515363693237}]",0.9952515363693237
Arul vlzrs,Bukit jaddih merupakan destinasi yang menarik untuk dikunjungi ketika berada di Madura. Bukit Jaddih ialah destinasi berupa tambang kapur yang memiliki pemandangan yang Instagramable. …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9872309565544128}]",0.9872309565544128
moko fu,Tempat nya keren untuk foto tp panas banget. Jd usahakan bawa kaca mata. Oiya kalau kesana jngan pulang malam soalnya kabar dari orang sana itu rawan arah ke bukit jaddih nya.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9942291975021362}]",0.9942291975021362
Carina Jihadda,Pemandangan sangat indah dan cocok untuk foto. Ada danau/telaga yang berwarna biru dan kita bisa menyewa perahu untuk menikmati pemandangan tersebut. Udara cukup panas. Tiket masuk murah dan kawasan mudah dijangkau,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9438509345054626}]",0.9438509345054626
Rudy Cool,"Tempat penghilang penat dari kesibukan dikantor yg bersahabat dgn dompet, hanya akses dr jalan raya yg perkampungan msh sempit. All around very nice.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8450334072113037}]",0.8450334072113037
Gus Taf,"Perbukitan kapur yg gersang dg petunjuk arah dan fasilitas sangat minim. Sejumlah warung tenda dg menu seadanya, sekedar kopi & mie instan, mungkin sedang dlm pengembangan. Masih banyak alat2 berat hilirmudik, juga perlu berhati2. Tiket …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9969090819358826}]",0.9969090819358826
Wisnu Triaji,"Ini salah satu tempat penambangan batu kapur namun cukup instagramable di Madura. Hanya amat disayangkan krn tempat ini belum dikelola dengan baik sehingga benar2 dari jalan masuk, pengelolaan, parkir hingga tiket masuk masih berantakan. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996126294136047}]",0.9996126294136047
Sungging Nanda P,"Tempat nya bagus, cuma masih kurang bersih tempatnya, masih kurang tempat sampah, disarankan tidak datang ke tempat ini sampai malam Hari karena alasan keamanan...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9614894390106201}]",0.9614894390106201
Dwi Yulistyowati,Banyak pungutan. Di pintu masuk pertama dimunta biaga parkir 5rb rupiah. Bbrp meter kemudian dimintain lagi yang 20rb. Pas buka pintu mobil diminta lagi uang 12rb....gak jelas banget deh....,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985949397087097}]",0.9985949397087097
Fauziah Humaira,"Perjalanan tak terencana. Alhamdulillah punya teman orang-orang baik. Di jemput dari Malang, main keliling Surabaya dan melewati jembatan suramadu. Menyebrang selat madura, pengalaman pertama. Pertama kali menginjak kaki di pulau madura.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986314177513123}]",0.9986314177513123
Wimpi Nabila F.Z.,"Panas, debu banyak, harus pake masker, sangat cocok untuk off-road, hamparan pasir putih dari batuan kapur, tutup jam 5, banyak truk pengangkut batu.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9852200746536255}]",0.9852200746536255
Asriandi Kautsar,"Melihat tambang kapur yg diubah jadi obyek wisata. Pakai sunscreen atau alat pelindung, di siang hari panas sekali",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9621452689170837}]",0.9621452689170837
Ardian Baker,"Disini cocok dikunjungi pada saat sore / pagi hari karena terik matahari tidak terlalu menyengat. Suasana di bukit jadih sejuk, pada saat saya main kesana cuaca terik panas akan tetapi tiba tiba turun gerimis meskipun cuma sebentar tetapi …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5339252352714539}]",0.5339252352714539
Annisa Harjanta,Spot fotonya bagus tapi kita harus tahan soalnya emang tambang kapur jadi banyak suara mesin yang lagi nambang.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9899144172668457}]",0.9899144172668457
Ani Rasyadi,"Tempat ini panas n berdebu jd jangan lupa topi, kacamata n masker... Tp panas yg kita rasakan terbayar dg pemandangan yg eksotis n instagramable",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9958360195159912}]",0.9958360195159912
Rizano Antonio Sumampouw,"Tempatnya unik, tapi sangat berdebu..
Kurang nyaman untuk berlama-lama atau bawa anak kecil ke sini.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8041014075279236}]",0.8041014075279236
Rickhad Pradana,"Salah satu destinasi wisata yang lagi naik daun di Pulau Madura, lokasinta tak jauh dari Jembatan Nasional Suramadu. Pengunjung akan dikenakan tiket masuk & parkir kendaraan saja. Selain bukit kapur yang instagramable juga terdapat kolam …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9716112613677979}]",0.9716112613677979
Nuri Choiriyyah,"wisata alam low budget dan dapat dikunjungi segala usia, dengan pesona alamnya yang luar biasa. jika ingin berkunjung pastikan kendaraan anda dapat menjangkau track yang cukup menanjak dan curam",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990743398666382}]",0.9990743398666382
Brigitta Maria,view nya bagus dan tempatnya luas sekali. perlu sedikit berhati hati krn masih banyak kegiatan pertambangan disana.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994741082191467}]",0.9994741082191467
Rezki Kadartirtanto,"Bukit Jaddih. Bangkalan. Madura
Merupakan GUNUNG KAPUR dan GOA POTEH (GOA PUTIH), ada juga tempat pemandian kolam renang dengan sumber air alami, banyak wisatawan lokal dari luar kota datang kemari.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9918408393859863}]",0.9918408393859863
Alifazizah Mentari,"Bukit kapur. Pertama banget dateng kesini semuanya serba putih. Jalanan daunan pohonan rumahan putih semua. Keren sih pahatan/potongan yg mereka buat. Sayang banget restribusinya kayaknya belum teratur. Mau masuk ditarik, nyampek atas masih ditarik lagi",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7717994451522827}]",0.7717994451522827
anam mbalelo,"Ada pemandian nya jg.
Tiap ada palang harus bayar.
Per mobil 10.000 kemudian per orang 3.000",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997574508190155}]",0.997574508190155
Indah Sulistiorini,"Pemandangan bagus dan bersih, meski dari pertambangan kapur yg diola menjadi tempat wisata. Akses jalannya cukup mudah dan untuk harga tiketnya juga murah. Cocok sih kalo buat sesi foto prewed karena banyak spot2 foto yg memiliki view bagus. Tersedia juga tempat parkir yg luas",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9955014586448669}]",0.9955014586448669
muh baharuddin,"Salah satu lokasi wisata icon di madura terketak di desa jaddih kabupaten bangkalan, disini benar2 melihat bukit kapur yg di hias dengan macam2 pahatan ada danau ada kolam renang, untuk masuk lokasi sini agak susah karena blm beraspal dan …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9957990050315857}]",0.9957990050315857
zulfah aristi,"Kesini yg kedua kalinya niatnya untuk survey penelitian. Pas masuk dari jalan desa ada yang minta buat kas desa, ditanyain tentang pengelola tidak tahu, akhirnya masuk terus ada anak muda yg minta uang lagi 10rb tapi untungnya tahu tentang …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9987645149230957}]",0.9987645149230957
Hafidz Bramandito,"Salah satu wisata di madura, menawarkan pemandangan bukit kapur yang dimana masih terdapat aktifitas penambangan untuk di ambil kapurnya. Hanya memberikan bintang 3 karena banyak terdapat sampah berserakan, dan wisata seakan “alakadarnya”. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9906332492828369}]",0.9906332492828369
Dian Andriani,Bukit Yang Bagus dan Indah gk rugi rekreasi ke sini,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998325109481812}]",0.9998325109481812
cici adipta,Bukit buatan yg keren abiisss cocok buat hangout bareng temen .. view ny sangat indah ..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997925162315369}]",0.9997925162315369
Anastasia Wahyu DL,"Bukit kapur yang masih ditambang sampai sekarang,  parkir bisa dua kali, karena belum ada loket resminya  😕 hati hati sama premannya ya.. 💪
View nya bagus 😍 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9548941850662231}]",0.9548941850662231
Maya Dika Saksita,"Bukit kapur putih keren buat yang hobi hunting foto nih. tinggal pinter2 nya kita buat cari spot foto yang pas supaya hasil foto nya keren. saran aja kalau datang lebih nyaman pas masih pagi atau sekalian sore, karna kalau siang puanas banget dan berdebu karna masih ada aktifitas penambang dan truk pengangkut yang beroprasi.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9823315143585205}]",0.9823315143585205
Mufida Hilda,"Asalnya ini dari gunung kapur yang ditambang karena kapurnya dapat digunakan untuk berbagai kebutuhan konstruksi. Setelah digunakan untuk kebutuhan tambang justru view nya semakin bagus. Lengkap dengan goa2 putih buatan, bahkan ada kolam renang yang dikelilingi pemandangan bukit kapur.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9877822995185852}]",0.9877822995185852
Nurul Oktrianingrum,"Masyaalloh,keren view.nya.tapi harus hati""debunya cukup tebal..pake kacamata biar ga kelilipan..habis dari sana jangan lupa cari carwash , hujan ga hujan debu.nya nempel tebel banget warna.nya putih..",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9293844103813171}]",0.9293844103813171
Satria Budi Prasetyo,"Panas namun menarik, harga tiket masuk untuk motor              Rp. 20.000,- untuk mobil Rp. 40.000,-  (Maret 2018). Berhati-hati jika mengendarai kendaraan disini karena banyak tebing yang tidak terlihat jika tidak berhati-hati.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9647671580314636}]",0.9647671580314636
Rosita Kurniawati,"Good view sebenarnya, tapi fasilitas kurang oke. Tak ada petunjuk  tak ada org. Pdhl saya kesana minggu. Trus bayar karcis masuknya ya ngga jelas.  Secara pemandangan kerennn...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9980022311210632}]",0.9980022311210632
asmi ah,Gak sengaja datang kesini karena ada waktu kosong saat main ke madura.  Lihat ada objek wisata terdekat langsung saya mampir. Pertama kecewa karena lokasinya sangat tidak aman mengingat masih ada kegiatan penambangan dengan suara alat berat …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9981905817985535}]",0.9981905817985535
Artika Widiastuti,"Tempat wisata nya bagus tapi hati hati ada debu dari bukit kapur nya. Lebih baik kesini sore hari agar tidak panas. Tapi jalan masuk ke tempat wisata bergelombang, dekat kampung. Mohon diperbaiki akses jalannya.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9438093900680542}]",0.9438093900680542
anita suryani,Sepiiiiii g ad apa2 nyaaa .. kurang seru,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9972842931747437}]",0.9972842931747437
Fian Risdia,"Tempat wisata alam yang sangat indah, unik dan menarik. Terdapat fasilitas parkir, warung, dan toilet. Disini juga ada kolam renang.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992896318435669}]",0.9992896318435669
Imot Iwink,"Bukit kapur. Waktu kesana bulan oktober panas banget. Dan berdebu banget. Masih ada perbaikan dan penyempurnaan sich. Cuma untuk debu kapurnya itu.....
Belum dikekola dgn baik. Untuk parkir aja hrs 2x bayar, belum dihitung lagi per orangnya. Sayang banget",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999110758304596}]",0.999110758304596
Febrianti Puspita,"Kalo di Jogja namanya bukit breksi. Tapi disini lebih alami. Walau dimana-dimana bukit batu, tanpa pepohonan yang panasnya luar biasa. Pemandangan eksotis, serasa ada di luar negeri. Ada kolamnya juga yang kata driver dari Surabaya memang …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989560842514038}]",0.9989560842514038
Bang Yazid,Pemandangan nya sangat bagus walau hasil penambangan. Tetapi di buat menjadi lokasi wisata menawan dengan danau hasil galian dan juga ada kolam renangnya,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988964796066284}]",0.9988964796066284
Aida Syukriyah,Objek wisata yg instagramable..bukit tmpt penambangan kapur putih ini letakny 30mnt dr bebek sinjai bangkalan dan 1.5jam dr kota surabaya..hati2 jln menuju ksini awas trjebak jln alternatif yg blm beraspal..dan sepi..disarankn untuk sll melewati jln yg beraspal pulng dan pergi,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9702852368354797}]",0.9702852368354797
Muhammad SyaihYudi,"tempat wisata ini sangat bagus banyak tempat untuk berfoto2 bersama keluarga, teman dan juga pacar itupun klo punya pacar hehe, cmn pengelolaan nya masih kurang karena setiap tempat yang menjadi pusat untuk berfoto aja masih ada parkir liar …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9960989952087402}]",0.9960989952087402
Anvi Ridatus,"Tempat bagus, culture date bisa kali ya hehe, cuman kalo siang hari panas bet ampe memicing ini mata",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5115785002708435}]",0.5115785002708435
Nur Rochma,Wisata alam yang mengandalkan lokasi penambangan kapur. Ada danau dengan air berwarna hijau. Pengunjung bisa mengelilingi danau dengan perahu. Tiket masuk Rp 5.000. Naik perahu Rp 5.000.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9829022884368896}]",0.9829022884368896
Desy Agustina,Hawa panas luar biasa. Naik kapal 5000\orang. Uang masuk 25.000\mobil,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993021488189697}]",0.9993021488189697
Leo Agung,Tempat penambangan batu kapur di madura yang menjadi hitz sebagai spot foto.Mau berbagi pengalaman jika sudah sampai dekat sana tanya dengan warga sekitar.Pada saya saat kesana saya salah masuk melalui pintu para penambang kapur dan dalam …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9926922917366028}]",0.9926922917366028
dida maulida,Tempat yang direkomendasikan untuk dikunjungi saat liburan sekeluarga. Ada wahana kendara kuda dan perahu apung. Pemandangan indah dengan trek yang menantang.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999716579914093}]",0.999716579914093
Askar Bachtiar,Instragrameble.... Tp banyak pungli (karna hampir tiap portal dikenakan biaya masuk 20rb),NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9973898530006409}]",0.9973898530006409
Kiya,"Tempat cukup sepi saat weekday, dan jika weekend sebaliknya. Jalan dari gang masuk sampai ke dalam bukit cukup berpasir sehingga cukup susah dan berdebu jika mengendarai motor.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990936517715454}]",0.9990936517715454
Sintaa Um,"Menurutku sih tempatnya bagus ya, cuman cuacanya aja yg panas. Kalo untuk tiket masuk dan  parkir kayaknya beda. Tapi yang pengen kesini boleh banget, jaraknya juga lumayan sih dari jalan raya ke tempat ini.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980868101119995}]",0.9980868101119995
Pri Hinkap,"Tempatnya asyik buat berfoto ria, tetapi jalan masuk dan keluar dari sini berdebu. Harus sedia masker untuk menghindari sesak napas.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9943612813949585}]",0.9943612813949585
